trans_id,item
44,"Shrimp Scampi"
44,"Kids Rotini with Meat Sauce"
44,"Unlimited Our Famous House Salad"
44,"Black Tie Mousse Cake"
44,"Black Rabbit"
44,"Stuffed Chicken Tortillas"
44,"Stuffed Chicken Marsala"
45,"Chicken Fingers, and Pasta"
45,"Sausage and Ricotta Flatbread"
45,"Chin Music Amber Lager"
45,"El Hefe Speaks"
45,"Palate Mallet"
45,"3 Picket Porter"
45,"California Sunshine Rye IPA"
45,"Last Stop IPA"
45,"Five Italian Cheese Fonduta"
45,"Firecracker Salmon"
45,"Monkey Chased the Weasel"
46,"Independence Pass Ale"
47,"Jamaican Black Pepper Chicken"
47,"Chicken Fingers, and Pasta"
47,"Sausage and Ricotta Flatbread"
47,"Pumpkin Patch Ale"
47,"Chin Music Amber Lager"
47,"El Hefe Speaks"
47,"Palate Mallet"
47,"3 Picket Porter"
47,"Raspberry Lemonade"
47,"Lemon Cream Cake"
47,"California Sunshine Rye IPA"
47,"Last Stop IPA"
47,"Cheese Ravioli"
47,"Great Crescent Brown Ale"
47,"Lasagna Dip"
47,"Monkey Chased the Weasel"
47,"Firecracker Salmon"
48,"Macaroni and Cheese Burger"
49,"Norm's Gateway IPA"
49,"2-Liter Soda"
50,"Chin Music Amber Lager"
50,"California Sunshine Rye IPA"
50,"Five Italian Cheese Fonduta"
50,"Lasagna Dip"
50,"Monkey Chased the Weasel"
51,"Norm's Gateway IPA"
51,"Baja Chicken Tacos"
51,"Tomato Sauce with Choice of Pasta"
51,"Bring Back the Beach Blonde Ale"
51,"Best Brown"
51,"Independence Pass Ale"
51,"Black Rabbit"
51,"Lemon-Herb Roasted Chicken"
51,"Fresh Brewed Iced Tea"
51,"Macaroni and Cheese Burger"
52,"Norm's Gateway IPA"
52,"Baja Chicken Tacos"
52,"Tomato Sauce with Choice of Pasta"
52,"Bring Back the Beach Blonde Ale"
52,"Best Brown"
52,"Independence Pass Ale"
52,"Black Rabbit"
52,"Lemon-Herb Roasted Chicken"
52,"Fresh Brewed Iced Tea"
53,"Fresh Brewed Iced Tea"
53,"Macaroni and Cheese Burger"
53,"Independence Pass Ale"
53,"Best Brown"
54,"Jamaican Black Pepper Chicken"
54,"Palate Mallet"
54,"Monkey Chased the Weasel"
54,"Chin Music Amber Lager"
55,"Fresh Brewed Iced Tea"
56,"Norm's Gateway IPA"
57,"Norm's Gateway IPA"
57,"Dirtbag Dunkel"
57,"Chin Music Amber Lager"
57,"Hyzer Flip"
57,"2-Liter Soda"
57,"Shrimp Scampi"
57,"Unlimited Our Famous House Salad"
57,"Peach-Mango Smoothie"
57,"Black Tie Mousse Cake"
57,"Oberon"
58,"Norm's Gateway IPA"
58,"Baja Chicken Tacos"
58,"Tomato Sauce with Choice of Pasta"
58,"Bring Back the Beach Blonde Ale"
58,"Best Brown"
58,"Independence Pass Ale"
58,"Black Rabbit"
58,"Fresh Brewed Iced Tea"
58,"Macaroni and Cheese Burger"
59,"3 Picket Porter"
59,"Jamaican Black Pepper Chicken"
59,"Chicken Fingers, and Pasta"
59,"Chin Music Amber Lager"
60,"Norm's Gateway IPA"
60,"Baja Chicken Tacos"
60,"Tomato Sauce with Choice of Pasta"
60,"Bring Back the Beach Blonde Ale"
60,"Best Brown"
60,"Lemon-Herb Roasted Chicken"
60,"Macaroni and Cheese Burger"
61,"Kobe Burger"
61,"Chicken Fingers, and Pasta"
61,"Best Brown"
62,"Chicken Piccata"
62,"Amber Road"
62,"Stuffed Chicken Marsala"
62,"Kobe Burger"
63,"Titan IPA"
63,"Thai Glazed Salmon"
63,"Chicken Piccata"
63,"Bring Back the Beach Blonde Ale"
63,"Union Jack"
63,"Alaskan Amber"
63,"Commotion APA"
63,"Stuffed Chicken Marsala"
63,"Sir William's English Brown Ale"
63,"Amber Road"
63,"Monkey Chased the Weasel"
63,"Kobe Burger"
64,"Fascist Pig Ale"
64,"Hibernation Ale"
64,"Caffè Mocha"
64,"Tiramisu"
64,"Oktoberfest"
64,"Caffè Latte"
64,"Unlimited Our Famous House Salad"
64,"Elliott's Phoned Home Pale Ale"
64,"Grand Canyon Sunset Amber Ale"
64,"Floyd's Folly"
65,"What the Butler Saw"
65,"Eggroll Sampler"
65,"Vanilla Java Porter"
65,"Humidor Series India Pale Ale"
65,"312 Urban Pale Ale"
65,"Spicy Cashew Chicken"
65,"Orabelle"
65,"Tropical Heatwave"
65,"Descender IPA"
65,"Chicken Madeira"
65,"Fresh Basil, Tomato, and Cheese Flatbread"
66,"Jamaican Black Pepper Chicken"
66,"Chicken Fingers, and Pasta"
66,"Best Brown"
66,"Seasonal Sicilian Cheesecake"
66,"Disconnected Red"
66,"Italian Ice Milkshake"
66,"1492"
66,"Fried Calamari"
66,"Deflator"
66,"Pumpkin Beast"
66,"Kobe Burger"
67,"Titan IPA"
67,"Thai Glazed Salmon"
67,"Bring Back the Beach Blonde Ale"
67,"Union Jack"
67,"Commotion APA"
67,"Amber Road"
67,"Monkey Chased the Weasel"
67,"Kobe Burger"
68,"Blackbeard"
68,"2-Liter Soda"
68,"Italian Ice Milkshake"
68,"1492"
68,"Deflator"
68,"Pumpkin Beast"
69,"Spicy Cashew Chicken"
70,"Titan IPA"
70,"Thai Glazed Salmon"
70,"Bring Back the Beach Blonde Ale"
70,"Alaskan Amber"
70,"Union Jack"
70,"Commotion APA"
70,"Sir William's English Brown Ale"
70,"Amber Road"
70,"Stuffed Chicken Marsala"
70,"Monkey Chased the Weasel"
70,"Kobe Burger"
71,"Hardywood Cream Ale"
71,"Black Rabbit"
72,"Fascist Pig Ale"
72,"Pamola Xtra Pale Ale"
72,"Floyd's Folly"
72,"Dirtbag Dunkel"
72,"Caffè Mocha"
72,"Shrimp Carbonara"
72,"Tiramisu"
72,"Wood Chipper India Pale Ale"
72,"Caffè Latte"
72,"Oktoberfest"
72,"Unlimited Our Famous House Salad"
72,"Elliott's Phoned Home Pale Ale"
72,"Peach-Mango Smoothie"
72,"Grand Canyon Sunset Amber Ale"
72,"Orange Chicken"
73,"Thai Glazed Salmon"
73,"Union Jack"
73,"Alaskan Amber"
73,"Stuffed Chicken Marsala"
73,"Amber Road"
74,"What the Butler Saw"
74,"Fettuccine Alfredo"
74,"Eggplant Parmigiana"
74,"Eggroll Sampler"
74,"Vanilla Java Porter"
74,"Humidor Series India Pale Ale"
74,"Pile of Face"
74,"Orabelle"
74,"312 Urban Pale Ale"
74,"Tropical Heatwave"
74,"Spicy Cashew Chicken"
74,"Grand Canyon American Pilsner"
74,"Descender IPA"
74,"Chicken Madeira"
74,"Incredible Pedal IPA"
74,"Fresh Basil, Tomato, and Cheese Flatbread"
75,"Titan IPA"
75,"Chicken Piccata"
75,"Bring Back the Beach Blonde Ale"
75,"Alaskan Amber"
75,"Union Jack"
75,"Commotion APA"
75,"Sir William's English Brown Ale"
75,"Amber Road"
75,"Stuffed Chicken Marsala"
75,"Monkey Chased the Weasel"
75,"Kobe Burger"
76,"What the Butler Saw"
76,"Fettuccine Alfredo"
76,"Eggplant Parmigiana"
76,"Eggroll Sampler"
76,"Vanilla Java Porter"
76,"Humidor Series India Pale Ale"
76,"312 Urban Pale Ale"
76,"Pile of Face"
76,"Spicy Cashew Chicken"
76,"Tropical Heatwave"
76,"Grand Canyon American Pilsner"
76,"Descender IPA"
76,"Chicken Madeira"
76,"Incredible Pedal IPA"
76,"Fresh Basil, Tomato, and Cheese Flatbread"
77,"Grilled Pork Chop"
77,"Unlimited Our Famous House Salad"
78,"What the Butler Saw"
78,"Fettuccine Alfredo"
78,"Eggplant Parmigiana"
78,"Eggroll Sampler"
78,"Humidor Series India Pale Ale"
78,"312 Urban Pale Ale"
78,"Pile of Face"
78,"Spicy Cashew Chicken"
78,"Tropical Heatwave"
78,"Orabelle"
78,"Grand Canyon American Pilsner"
78,"Descender IPA"
78,"Chicken Madeira"
78,"Incredible Pedal IPA"
78,"Fresh Basil, Tomato, and Cheese Flatbread"
79,"Fascist Pig Ale"
79,"Hibernation Ale"
79,"Shrimp Carbonara"
79,"Caffè Mocha"
79,"Dirtbag Dunkel"
79,"Pamola Xtra Pale Ale"
79,"Tiramisu"
79,"Wood Chipper India Pale Ale"
79,"Frosted Fields Winter Wheat"
79,"Oktoberfest"
79,"Caffè Latte"
79,"Orange Chicken"
79,"Elliott's Phoned Home Pale Ale"
79,"Unlimited Our Famous House Salad"
79,"Peach-Mango Smoothie"
79,"Grand Canyon Sunset Amber Ale"
79,"Floyd's Folly"
80,"Fisherman's Brew"
80,"Sophomoric Saison"
80,"Greenbelt Farmhouse Ale"
80,"Chocolate Chunkin Pumpkin Cheesecake"
80,"Warm Crab and Artichoke Dip"
80,"Black Rabbit"
81,"Grilled Pork Chop"
81,"Fisherman's Brew"
81,"Hardywood Cream Ale"
81,"Sophomoric Saison"
81,"Eggplant Parmigiana"
81,"Greenbelt Farmhouse Ale"
81,"Stickin' In My Rye"
81,"Smores Layer Cake"
81,"Chocolate Chunkin Pumpkin Cheesecake"
81,"3 Picket Porter"
81,"Warm Crab and Artichoke Dip"
81,"Unlimited Our Famous House Salad"
81,"Dolcini (mini dessert)"
81,"Black Rabbit"
81,"Calamari"
81,"Saison Pamplemousse"
82,"Seiche Scottish Ale"
82,"Chicken Pot Stickers"
82,"Fried Shrimp Platter"
82,"California Sunshine Rye IPA"
82,"Blood Orange Honey"
82,"Last Stop IPA"
82,"Perzik Saison"
82,"Oberon"
82,"Monkey Chased the Weasel"
83,"ToGo Homemade Soups"
83,"The 26th"
83,"Polar Pale Ale"
83,"Gossamer Golden Ale"
83,"Supper Club Lager"
83,"Devils Tramping Ground Tripel"
84,"Great Crescent Dark Lager"
84,"Great River Golden Ale"
84,"Roadside Sliders"
85,"Caffè Latte"
85,"Veggie Burger"
86,"The 26th"
86,"Kids Rotini with Marinara"
86,"Polar Pale Ale"
86,"Moirai India Pale Ale"
86,"Eggplant Parmesan"
86,"Gossamer Golden Ale"
86,"Tropical Heatwave"
86,"Shrimp Scampi"
86,"Supper Club Lager"
86,"Phantom Punch Winter Stout"
87,"ToGo Homemade Soups"
87,"Moirai India Pale Ale"
87,"Eggplant Parmesan"
87,"Gossamer Golden Ale"
87,"Tropical Heatwave"
87,"Phantom Punch Winter Stout"
88,"Hibernation Ale"
88,"Shrimp Carbonara"
88,"Tiramisu"
88,"Frosted Fields Winter Wheat"
88,"Wood Chipper India Pale Ale"
88,"Caffè Latte"
88,"Unlimited Our Famous House Salad"
88,"Peach-Mango Smoothie"
88,"Grand Canyon Sunset Amber Ale"
88,"Orange Chicken"
89,"Macaroni and Cheese"
90,"Fisherman's Brew"
90,"Sophomoric Saison"
90,"Eggplant Parmigiana"
90,"Chocolate Chunkin Pumpkin Cheesecake"
90,"Warm Crab and Artichoke Dip"
90,"Black Rabbit"
90,"Calamari"
91,"Kids Rotini with Marinara"
91,"Polar Pale Ale"
91,"Moirai India Pale Ale"
91,"Eggplant Parmesan"
91,"Gossamer Golden Ale"
91,"Shrimp Scampi"
91,"Supper Club Lager"
91,"Devils Tramping Ground Tripel"
92,"Grilled Pork Chop"
92,"Fisherman's Brew"
92,"Hardywood Cream Ale"
92,"Eggplant Parmigiana"
92,"Greenbelt Farmhouse Ale"
92,"Chocolate Chunkin Pumpkin Cheesecake"
92,"Stickin' In My Rye"
92,"3 Picket Porter"
92,"Warm Crab and Artichoke Dip"
92,"Dolcini (mini dessert)"
93,"Great River Golden Ale"
93,"Great Crescent Dark Lager"
93,"Chicken Marsala and Mushrooms"
93,"Underdog Atlantic Lager"
93,"Jack Pine Savage"
94,"Great Crescent Dark Lager"
94,"Roadside Sliders"
94,"Might As Well IPL"
94,"Eggplant Parmesan"
95,"Fisherman's Brew"
95,"Sophomoric Saison"
95,"Greenbelt Farmhouse Ale"
95,"Stickin' In My Rye"
95,"3 Picket Porter"
95,"Warm Crab and Artichoke Dip"
95,"Dolcini (mini dessert)"
95,"Saison Pamplemousse"
96,"Fascist Pig Ale"
96,"Hibernation Ale"
96,"Shrimp Carbonara"
96,"Caffè Mocha"
96,"Dirtbag Dunkel"
96,"Pamola Xtra Pale Ale"
96,"Tiramisu"
96,"Frosted Fields Winter Wheat"
96,"Wood Chipper India Pale Ale"
96,"Caffè Latte"
96,"Oktoberfest"
96,"Unlimited Our Famous House Salad"
96,"Elliott's Phoned Home Pale Ale"
96,"Orange Chicken"
96,"Grand Canyon Sunset Amber Ale"
96,"Floyd's Folly"
97,"Mo's Gose"
97,"Barney Flats Oatmeal Stout"
97,"Morning Wood"
97,"Deflator"
97,"Caramel Hazelnut Macchiato"
97,"Aslan Amber"
97,"Damnesia"
97,"Devils Tramping Ground Tripel"
98,"Caramel Hazelnut Macchiato"
99,"Seiche Scottish Ale"
99,"Chicken Pot Stickers"
99,"Extra Breadsticks!"
99,"Steak Diane"
99,"Fried Shrimp Platter"
99,"California Sunshine Rye IPA"
99,"Blood Orange Honey"
99,"Last Stop IPA"
99,"Perzik Saison"
99,"Monon Wheat"
99,"Oberon"
99,"Monkey Chased the Weasel"
100,"Dundee Summer Wheat Beer"
100,"Cannoli Trio"
100,"Caffè Latte"
100,"Veggie Burger"
101,"Bacon-Bacon Cheeseburger"
101,"Poop Deck Porter"
101,"Seiche Scottish Ale"
101,"Seafood Alfredo"
101,"ToGo Homemade Soups"
101,"Mutiny IPA"
101,"Crabcakes"
101,"Fisherman's Brew"
101,"Barney Flats Oatmeal Stout"
101,"Chicken Marsala and Mushrooms"
101,"Orange Wheat"
101,"Orabelle"
101,"Tropical Heatwave"
101,"Bang-Bang Chicken and Shrimp"
101,"Union Jack"
101,"Loaded Pasta Chips"
101,"Five Italian Cheese Fonduta"
101,"Orange Chicken"
102,"Fisherman's Brew"
102,"Tropical Saison"
102,"Kiwi-Melon Limonata"
102,"Eggplant Parmigiana"
102,"Guacamole Made-to-Order"
102,"Wood Chipper India Pale Ale"
102,"Underdog Atlantic Lager"
102,"Cold Press"
103,"Fisherman's Brew"
103,"Tropical Saison"
103,"Kiwi-Melon Limonata"
103,"Eggplant Parmigiana"
103,"Guacamole Made-to-Order"
103,"Wood Chipper India Pale Ale"
103,"Underdog Atlantic Lager"
103,"Cold Press"
104,"Grilled Pork Chop"
104,"Insert Hop Reference"
104,"Hop A Potamus Double Dark Rye Pale Ale"
104,"Dipping Sauces includes 4 Breadsticks"
104,"Easy Jack"
104,"Missile IPA"
105,"Fisherman's Brew"
105,"Kiwi-Melon Limonata"
105,"Eggplant Parmigiana"
105,"Guacamole Made-to-Order"
105,"Wood Chipper India Pale Ale"
105,"Cold Press"
106,"Insert Hop Reference"
106,"Hop A Potamus Double Dark Rye Pale Ale"
106,"Dipping Sauces includes 4 Breadsticks"
106,"Easy Jack"
106,"Missile IPA"
107,"Poop Deck Porter"
107,"Mutiny IPA"
107,"Fisherman's Brew"
107,"Crabcakes"
107,"Chicken Marsala and Mushrooms"
107,"Tropical Heatwave"
107,"Union Jack"
107,"Loaded Pasta Chips"
107,"Five Italian Cheese Fonduta"
107,"Orange Chicken"
108,"Hop A Potamus Double Dark Rye Pale Ale"
109,"Seiche Scottish Ale"
109,"ToGo Homemade Soups"
109,"Poop Deck Porter"
109,"Barney Flats Oatmeal Stout"
109,"Chicken Marsala and Mushrooms"
109,"Orabelle"
109,"Five Italian Cheese Fonduta"
110,"Bacon-Bacon Cheeseburger"
110,"Poop Deck Porter"
110,"ToGo Homemade Soups"
110,"Seiche Scottish Ale"
110,"Seafood Alfredo"
110,"Mutiny IPA"
110,"Crabcakes"
110,"Fisherman's Brew"
110,"Barney Flats Oatmeal Stout"
110,"Chicken Marsala and Mushrooms"
110,"Orange Wheat"
110,"Orabelle"
110,"Tropical Heatwave"
110,"Bang-Bang Chicken and Shrimp"
110,"Union Jack"
110,"Loaded Pasta Chips"
110,"Five Italian Cheese Fonduta"
110,"Orange Chicken"
111,"Seiche Scottish Ale"
111,"Tropical Heatwave"
111,"Fisherman's Brew"
112,"Seafood Alfredo"
112,"Tropical Heatwave"
113,"Orabelle"
113,"Orange Chicken"
114,"Seiche Scottish Ale"
114,"ToGo Homemade Soups"
114,"Mutiny IPA"
114,"Crabcakes"
114,"Orange Wheat"
114,"Bang-Bang Chicken and Shrimp"
114,"Loaded Pasta Chips"
114,"Five Italian Cheese Fonduta"
115,"Mutiny IPA"
115,"Barney Flats Oatmeal Stout"
115,"Chicken Marsala and Mushrooms"
115,"Union Jack"
115,"Bang-Bang Chicken and Shrimp"
115,"Loaded Pasta Chips"
115,"Five Italian Cheese Fonduta"
116,"Hop A Potamus Double Dark Rye Pale Ale"
117,"Underdog Atlantic Lager"
117,"Kiwi-Melon Limonata"
118,"Bacon-Bacon Cheeseburger"
118,"ToGo Homemade Soups"
118,"Poop Deck Porter"
118,"Seafood Alfredo"
118,"Crabcakes"
118,"Fisherman's Brew"
118,"Barney Flats Oatmeal Stout"
118,"Chicken Marsala and Mushrooms"
118,"Orange Wheat"
118,"Union Jack"
118,"Loaded Pasta Chips"
118,"Five Italian Cheese Fonduta"
119,"Insert Hop Reference"
119,"A Beer"
119,"Easy Jack"
119,"Grand Canyon Sunset Amber Ale"
119,"Missile IPA"
120,"Grilled Pork Chop"
120,"Insert Hop Reference"
120,"Hop A Potamus Double Dark Rye Pale Ale"
120,"Dipping Sauces includes 4 Breadsticks"
120,"A Beer"
120,"Easy Jack"
120,"Grand Canyon Sunset Amber Ale"
120,"Missile IPA"
121,"Grilled Pork Chop"
121,"Awry Rye Pale Ale"
121,"Atwater's Lager"
121,"Zaison"
121,"Tart Side of the Barrel"
121,"Fairweather IPA"
121,"Whitewater"
121,"Independence Pass Ale"
121,"Bellini Peach-Raspberry Iced Tea"
121,"Rye Wit"
121,"Angry Orchard Apple Ginger"
121,"Lasagna Dip"
121,"Fish & Chips"
121,"Fruit Juices"
122,"Chicken Fingers, and Pasta"
122,"Dirty Bastard"
122,"Ghost Ship White IPA"
122,"Barn Yeti"
122,"Star Runner"
122,"Supper Club Lager"
123,"Chargrilled Coulotte Steak"
123,"Endive Salad"
123,"Whitewater"
124,"Lucky Dog"
124,"Old Fashioned Burger"
124,"Chicken Giardino"
124,"Endive Salad"
124,"Lava Lake Wit"
124,"Little House Salad"
124,"Desolation IPA"
124,"Famous Factory Meatloaf"
124,"Five Cheese Marinara with Choice of Pasta"
124,"Chargrilled Coulotte Steak"
125,"Atwater's Lager"
125,"Fairweather IPA"
125,"Whitewater"
125,"Independence Pass Ale"
125,"Dry Hard Apple Cider"
125,"Rye Wit"
126,"Angry Orchard Apple Ginger"
126,"The Everything Pizza"
126,"Belfort"
126,"Orange Wheat"
126,"Orabelle"
126,"Lemon Cream Cake"
126,"Herb-Grilled Salmon"
126,"Salamander Slam"
126,"Fresh Brewed Iced Tea"
126,"Macaroni and Cheese Burger"
126,"Fried Mozzarella"
127,"Chicken Carbonara"
127,"Chicken Fingers, and Pasta"
127,"Dirty Bastard"
127,"Ghost Ship White IPA"
127,"Chicken Samosas"
127,"Crispy Cuban Rolls"
127,"Southern Fried Catfish"
127,"Barn Yeti"
127,"Star Runner"
127,"Herb-Grilled Salmon"
127,"Four Peaks Peach Ale"
127,"Fresh Basil, Tomato, and Cheese Flatbread"
128,"The Everything Pizza"
128,"Belfort"
128,"Orange Wheat"
128,"Lemon Cream Cake"
128,"Orabelle"
128,"Herb-Grilled Salmon"
128,"Angry Orchard Apple Ginger"
128,"Salamander Slam"
128,"Fresh Brewed Iced Tea"
