name,license,city,state,phone,addr,day,opens,closes
"Ivar's Sports Bar & Grill", "IN54683", "Bloomington", "IN", "6385676766", "45 Thompson Drive", 7, 11:00:00, 18:00:00
"J R's Bar & Grill Inc", "MI70714", "Northville", "MI", "5617241217", "38 53rd St.", 1, 22:00:00, 02:00:00
"J R's Bar & Grill Inc", "MI70714", "Northville", "MI", "5617241217", "38 53rd St.", 2, 22:00:00, 02:00:00
"J R's Bar & Grill Inc", "MI70714", "Northville", "MI", "5617241217", "38 53rd St.", 3, 22:00:00, 02:00:00
"J R's Bar & Grill Inc", "MI70714", "Northville", "MI", "5617241217", "38 53rd St.", 4, 22:00:00, 02:00:00
"J R's Bar & Grill Inc", "MI70714", "Northville", "MI", "5617241217", "38 53rd St.", 5, 22:00:00, 02:00:00
"J R's Bar & Grill Inc", "MI70714", "Northville", "MI", "5617241217", "38 53rd St.", 6, 22:00:00, 02:00:00
"J R's Bar & Grill Inc", "MI70714", "Northville", "MI", "5617241217", "38 53rd St.", 7, 22:00:00, 02:00:00
"Karma Lounge Ltd", "KY82021", "Henderson", "KY", "6808156243", "259 High Noon St.", 1, 09:00:00, 00:00:00
"Karma Lounge Ltd", "KY82021", "Henderson", "KY", "6808156243", "259 High Noon St.", 2, 09:00:00, 00:00:00
"Karma Lounge Ltd", "KY82021", "Henderson", "KY", "6808156243", "259 High Noon St.", 3, 09:00:00, 00:00:00
"Karma Lounge Ltd", "KY82021", "Henderson", "KY", "6808156243", "259 High Noon St.", 4, 09:00:00, 00:00:00
"Karma Lounge Ltd", "KY82021", "Henderson", "KY", "6808156243", "259 High Noon St.", 5, 09:00:00, 00:00:00
"Karma Lounge Ltd", "KY82021", "Henderson", "KY", "6808156243", "259 High Noon St.", 6, 09:00:00, 00:00:00
"Karma Lounge Ltd", "KY82021", "Henderson", "KY", "6808156243", "259 High Noon St.", 7, 13:00:00, 01:00:00
"Sinners Gentlemen's Club", "PA94635", "Ambler", "PA", "9366934706", "6 Washington St.", 1, 20:00:00, 01:00:00
"Sinners Gentlemen's Club", "PA94635", "Ambler", "PA", "9366934706", "6 Washington St.", 2, 20:00:00, 01:00:00
"Sinners Gentlemen's Club", "PA94635", "Ambler", "PA", "9366934706", "6 Washington St.", 3, 20:00:00, 01:00:00
"Sinners Gentlemen's Club", "PA94635", "Ambler", "PA", "9366934706", "6 Washington St.", 4, 20:00:00, 01:00:00
"Sinners Gentlemen's Club", "PA94635", "Ambler", "PA", "9366934706", "6 Washington St.", 5, 20:00:00, 01:00:00
"Sinners Gentlemen's Club", "PA94635", "Ambler", "PA", "9366934706", "6 Washington St.", 6, 20:00:00, 01:00:00
"Sinners Gentlemen's Club", "PA94635", "Ambler", "PA", "9366934706", "6 Washington St.", 7, 20:00:00, 01:00:00
"Hilltop Tavern", "ND52784", "Bismarck", "ND", "3897665408", "7639 South Stillwater Street", 1, 06:00:00, 12:00:00
"Hilltop Tavern", "ND52784", "Bismarck", "ND", "3897665408", "7639 South Stillwater Street", 2, 06:00:00, 12:00:00
"Hilltop Tavern", "ND52784", "Bismarck", "ND", "3897665408", "7639 South Stillwater Street", 3, 06:00:00, 12:00:00
"Hilltop Tavern", "ND52784", "Bismarck", "ND", "3897665408", "7639 South Stillwater Street", 4, 06:00:00, 12:00:00
"Hilltop Tavern", "ND52784", "Bismarck", "ND", "3897665408", "7639 South Stillwater Street", 5, 06:00:00, 12:00:00
"Hilltop Tavern", "ND52784", "Bismarck", "ND", "3897665408", "7639 South Stillwater Street", 6, 06:00:00, 12:00:00
"Hilltop Tavern", "ND52784", "Bismarck", "ND", "3897665408", "7639 South Stillwater Street", 7, 06:00:00, 12:00:00
"The Osthelder Saloon", "MS57174", "Oxford", "MS", "2158558095", "1 Tower St.", 1, 16:00:00, 00:00:00
"The Osthelder Saloon", "MS57174", "Oxford", "MS", "2158558095", "1 Tower St.", 2, 16:00:00, 00:00:00
"The Osthelder Saloon", "MS57174", "Oxford", "MS", "2158558095", "1 Tower St.", 3, 16:00:00, 00:00:00
"The Osthelder Saloon", "MS57174", "Oxford", "MS", "2158558095", "1 Tower St.", 4, 16:00:00, 00:00:00
"The Osthelder Saloon", "MS57174", "Oxford", "MS", "2158558095", "1 Tower St.", 5, 16:00:00, 00:00:00
"The Osthelder Saloon", "MS57174", "Oxford", "MS", "2158558095", "1 Tower St.", 6, 16:00:00, 00:00:00
"The Osthelder Saloon", "MS57174", "Oxford", "MS", "2158558095", "1 Tower St.", 7, 16:00:00, 00:00:00
"N V Penthouse Lounge", "IL58155", "Villa Park", "IL", "5109123761", "2 Lafayette St.", 1, 13:00:00, 19:00:00
"N V Penthouse Lounge", "IL58155", "Villa Park", "IL", "5109123761", "2 Lafayette St.", 2, 13:00:00, 19:00:00
"N V Penthouse Lounge", "IL58155", "Villa Park", "IL", "5109123761", "2 Lafayette St.", 3, 19:00:00, 23:00:00
"N V Penthouse Lounge", "IL58155", "Villa Park", "IL", "5109123761", "2 Lafayette St.", 4, 13:00:00, 19:00:00
"N V Penthouse Lounge", "IL58155", "Villa Park", "IL", "5109123761", "2 Lafayette St.", 5, 13:00:00, 19:00:00
"N V Penthouse Lounge", "IL58155", "Villa Park", "IL", "5109123761", "2 Lafayette St.", 6, 13:00:00, 19:00:00
"N V Penthouse Lounge", "IL58155", "Villa Park", "IL", "5109123761", "2 Lafayette St.", 7, 13:00:00, 19:00:00
"Niko's Lodge Bar & Grill", "MT59066", "Helena", "MT", "9539782427", "39 Fulton Ave.", 1, 17:00:00, 22:00:00
"Niko's Lodge Bar & Grill", "MT59066", "Helena", "MT", "9539782427", "39 Fulton Ave.", 2, 17:00:00, 22:00:00
"Niko's Lodge Bar & Grill", "MT59066", "Helena", "MT", "9539782427", "39 Fulton Ave.", 3, 17:00:00, 22:00:00
"Niko's Lodge Bar & Grill", "MT59066", "Helena", "MT", "9539782427", "39 Fulton Ave.", 4, 17:00:00, 22:00:00
"Niko's Lodge Bar & Grill", "MT59066", "Helena", "MT", "9539782427", "39 Fulton Ave.", 5, 06:00:00, 17:00:00
"Niko's Lodge Bar & Grill", "MT59066", "Helena", "MT", "9539782427", "39 Fulton Ave.", 6, 17:00:00, 22:00:00
"Niko's Lodge Bar & Grill", "MT59066", "Helena", "MT", "9539782427", "39 Fulton Ave.", 7, 06:00:00, 17:00:00
"Double Olive Lounge", "LA17279", "New Orleans", "LA", "3153975058", "7917 Jockey Hollow Drive", 1, 11:00:00, 01:00:00
"Double Olive Lounge", "LA17279", "New Orleans", "LA", "3153975058", "7917 Jockey Hollow Drive", 2, 11:00:00, 01:00:00
"Double Olive Lounge", "LA17279", "New Orleans", "LA", "3153975058", "7917 Jockey Hollow Drive", 3, 10:00:00, 14:00:00
"Double Olive Lounge", "LA17279", "New Orleans", "LA", "3153975058", "7917 Jockey Hollow Drive", 4, 11:00:00, 01:00:00
"Double Olive Lounge", "LA17279", "New Orleans", "LA", "3153975058", "7917 Jockey Hollow Drive", 5, 10:00:00, 14:00:00
"Double Olive Lounge", "LA17279", "New Orleans", "LA", "3153975058", "7917 Jockey Hollow Drive", 6, 18:00:00, 06:00:00
"Double Olive Lounge", "LA17279", "New Orleans", "LA", "3153975058", "7917 Jockey Hollow Drive", 7, 10:00:00, 14:00:00
"Sportsman", "TX52545", "Mcallen", "TX", "9428218182", "8638 N. Overlook Avenue", 1, 18:00:00, 23:00:00
"Sportsman", "TX52545", "Mcallen", "TX", "9428218182", "8638 N. Overlook Avenue", 2, 18:00:00, 23:00:00
"Sportsman", "TX52545", "Mcallen", "TX", "9428218182", "8638 N. Overlook Avenue", 3, 18:00:00, 23:00:00
"Sportsman", "TX52545", "Mcallen", "TX", "9428218182", "8638 N. Overlook Avenue", 4, 18:00:00, 23:00:00
"Sportsman", "TX52545", "Mcallen", "TX", "9428218182", "8638 N. Overlook Avenue", 5, 18:00:00, 23:00:00
"Sportsman", "TX52545", "Mcallen", "TX", "9428218182", "8638 N. Overlook Avenue", 6, 18:00:00, 23:00:00
"Sportsman", "TX52545", "Mcallen", "TX", "9428218182", "8638 N. Overlook Avenue", 7, 18:00:00, 23:00:00
"Sutliff Bar & Grill", "NC11855", "Elizabeth City", "NC", "9048705241", "35 Greystone St.", 1, 20:00:00, 02:00:00
"Sutliff Bar & Grill", "NC11855", "Elizabeth City", "NC", "9048705241", "35 Greystone St.", 2, 20:00:00, 02:00:00
"Sutliff Bar & Grill", "NC11855", "Elizabeth City", "NC", "9048705241", "35 Greystone St.", 3, 20:00:00, 02:00:00
"Sutliff Bar & Grill", "NC11855", "Elizabeth City", "NC", "9048705241", "35 Greystone St.", 4, 20:00:00, 02:00:00
"Sutliff Bar & Grill", "NC11855", "Elizabeth City", "NC", "9048705241", "35 Greystone St.", 5, 10:00:00, 21:00:00
"Sutliff Bar & Grill", "NC11855", "Elizabeth City", "NC", "9048705241", "35 Greystone St.", 6, 17:00:00, 21:00:00
"Sutliff Bar & Grill", "NC11855", "Elizabeth City", "NC", "9048705241", "35 Greystone St.", 7, 09:00:00, 21:00:00
"Station", "OH54679", "Stow", "OH", "7292287086", "7 East Monroe Dr.", 1, 06:00:00, 12:00:00
"Station", "OH54679", "Stow", "OH", "7292287086", "7 East Monroe Dr.", 2, 06:00:00, 12:00:00
"Station", "OH54679", "Stow", "OH", "7292287086", "7 East Monroe Dr.", 3, 06:00:00, 12:00:00
"Station", "OH54679", "Stow", "OH", "7292287086", "7 East Monroe Dr.", 4, 06:00:00, 12:00:00
"Station", "OH54679", "Stow", "OH", "7292287086", "7 East Monroe Dr.", 5, 13:00:00, 22:00:00
"Station", "OH54679", "Stow", "OH", "7292287086", "7 East Monroe Dr.", 6, 06:00:00, 12:00:00
"Station", "OH54679", "Stow", "OH", "7292287086", "7 East Monroe Dr.", 7, 06:00:00, 12:00:00
"Toc Bar", "GA70593", "Mcdonough", "GA", "8304358832", "38 College St.", 1, 18:00:00, 00:00:00
"Toc Bar", "GA70593", "Mcdonough", "GA", "8304358832", "38 College St.", 2, 18:00:00, 00:00:00
"Toc Bar", "GA70593", "Mcdonough", "GA", "8304358832", "38 College St.", 3, 18:00:00, 00:00:00
"Toc Bar", "GA70593", "Mcdonough", "GA", "8304358832", "38 College St.", 4, 18:00:00, 00:00:00
"Toc Bar", "GA70593", "Mcdonough", "GA", "8304358832", "38 College St.", 5, 07:00:00, 18:00:00
"Toc Bar", "GA70593", "Mcdonough", "GA", "8304358832", "38 College St.", 6, 18:00:00, 00:00:00
"Toc Bar", "GA70593", "Mcdonough", "GA", "8304358832", "38 College St.", 7, 07:00:00, 18:00:00
"Lanigan's Irish Pub & Eatery", "WI29239", "West Bend", "WI", "9139261854", "7409 E. Homestead St.", 1, 14:00:00, 22:00:00
"Lanigan's Irish Pub & Eatery", "WI29239", "West Bend", "WI", "9139261854", "7409 E. Homestead St.", 2, 14:00:00, 22:00:00
"Lanigan's Irish Pub & Eatery", "WI29239", "West Bend", "WI", "9139261854", "7409 E. Homestead St.", 3, 14:00:00, 22:00:00
"Lanigan's Irish Pub & Eatery", "WI29239", "West Bend", "WI", "9139261854", "7409 E. Homestead St.", 4, 14:00:00, 22:00:00
"Lanigan's Irish Pub & Eatery", "WI29239", "West Bend", "WI", "9139261854", "7409 E. Homestead St.", 5, 14:00:00, 22:00:00
"Lanigan's Irish Pub & Eatery", "WI29239", "West Bend", "WI", "9139261854", "7409 E. Homestead St.", 6, 14:00:00, 22:00:00
"Lanigan's Irish Pub & Eatery", "WI29239", "West Bend", "WI", "9139261854", "7409 E. Homestead St.", 7, 14:00:00, 22:00:00
"Milo's Sports Tavern", "NY86624", "Ballston Spa", "NY", "6818971177", "51 Glenlake Circle", 1, 10:00:00, 19:00:00
"Milo's Sports Tavern", "NY86624", "Ballston Spa", "NY", "6818971177", "51 Glenlake Circle", 2, 10:00:00, 19:00:00
"Milo's Sports Tavern", "NY86624", "Ballston Spa", "NY", "6818971177", "51 Glenlake Circle", 3, 22:00:00, 04:00:00
"Milo's Sports Tavern", "NY86624", "Ballston Spa", "NY", "6818971177", "51 Glenlake Circle", 4, 10:00:00, 19:00:00
"Milo's Sports Tavern", "NY86624", "Ballston Spa", "NY", "6818971177", "51 Glenlake Circle", 5, 22:00:00, 04:00:00
"Milo's Sports Tavern", "NY86624", "Ballston Spa", "NY", "6818971177", "51 Glenlake Circle", 6, 22:00:00, 04:00:00
"Milo's Sports Tavern", "NY86624", "Ballston Spa", "NY", "6818971177", "51 Glenlake Circle", 7, 16:00:00, 01:00:00
"Jake's Old City Grill", "MD92396", "Bel Air", "MD", "2005190978", "8207 Nicolls Street", 1, 08:00:00, 00:00:00
"Jake's Old City Grill", "MD92396", "Bel Air", "MD", "2005190978", "8207 Nicolls Street", 2, 08:00:00, 00:00:00
"Jake's Old City Grill", "MD92396", "Bel Air", "MD", "2005190978", "8207 Nicolls Street", 3, 08:00:00, 00:00:00
"Jake's Old City Grill", "MD92396", "Bel Air", "MD", "2005190978", "8207 Nicolls Street", 4, 08:00:00, 00:00:00
"Jake's Old City Grill", "MD92396", "Bel Air", "MD", "2005190978", "8207 Nicolls Street", 5, 08:00:00, 00:00:00
"Jake's Old City Grill", "MD92396", "Bel Air", "MD", "2005190978", "8207 Nicolls Street", 6, 08:00:00, 00:00:00
"Jake's Old City Grill", "MD92396", "Bel Air", "MD", "2005190978", "8207 Nicolls Street", 7, 08:00:00, 00:00:00
"Jack's Place", "TN12877", "Johnson City", "TN", "4147543080", "8343 Overlook St.", 1, 22:00:00, 03:00:00
"Jack's Place", "TN12877", "Johnson City", "TN", "4147543080", "8343 Overlook St.", 2, 22:00:00, 03:00:00
"Jack's Place", "TN12877", "Johnson City", "TN", "4147543080", "8343 Overlook St.", 3, 22:00:00, 03:00:00
"Jack's Place", "TN12877", "Johnson City", "TN", "4147543080", "8343 Overlook St.", 4, 22:00:00, 03:00:00
"Jack's Place", "TN12877", "Johnson City", "TN", "4147543080", "8343 Overlook St.", 5, 22:00:00, 03:00:00
"Jack's Place", "TN12877", "Johnson City", "TN", "4147543080", "8343 Overlook St.", 6, 22:00:00, 03:00:00
"Jack's Place", "TN12877", "Johnson City", "TN", "4147543080", "8343 Overlook St.", 7, 22:00:00, 03:00:00
"Chris Cocallas", "OK16040", "Muskogee", "OK", "5235156262", "7129 Peachtree Rd.", 1, 19:00:00, 01:00:00
"Chris Cocallas", "OK16040", "Muskogee", "OK", "5235156262", "7129 Peachtree Rd.", 2, 19:00:00, 01:00:00
"Chris Cocallas", "OK16040", "Muskogee", "OK", "5235156262", "7129 Peachtree Rd.", 3, 19:00:00, 01:00:00
"Chris Cocallas", "OK16040", "Muskogee", "OK", "5235156262", "7129 Peachtree Rd.", 4, 19:00:00, 01:00:00
"Chris Cocallas", "OK16040", "Muskogee", "OK", "5235156262", "7129 Peachtree Rd.", 5, 19:00:00, 01:00:00
"Chris Cocallas", "OK16040", "Muskogee", "OK", "5235156262", "7129 Peachtree Rd.", 6, 06:00:00, 02:00:00
"Chris Cocallas", "OK16040", "Muskogee", "OK", "5235156262", "7129 Peachtree Rd.", 7, 19:00:00, 01:00:00
"County Line Pub", "VA58959", "Charlottesville", "VA", "8863802163", "672 S. Bay Street", 1, 09:00:00, 01:00:00
"County Line Pub", "VA58959", "Charlottesville", "VA", "8863802163", "672 S. Bay Street", 2, 09:00:00, 01:00:00
"County Line Pub", "VA58959", "Charlottesville", "VA", "8863802163", "672 S. Bay Street", 3, 09:00:00, 01:00:00
"County Line Pub", "VA58959", "Charlottesville", "VA", "8863802163", "672 S. Bay Street", 4, 09:00:00, 01:00:00
"County Line Pub", "VA58959", "Charlottesville", "VA", "8863802163", "672 S. Bay Street", 5, 09:00:00, 01:00:00
"County Line Pub", "VA58959", "Charlottesville", "VA", "8863802163", "672 S. Bay Street", 6, 09:00:00, 01:00:00
"County Line Pub", "VA58959", "Charlottesville", "VA", "8863802163", "672 S. Bay Street", 7, 09:00:00, 01:00:00
"Jekyll & Hydes", "MA31074", "Marlborough", "MA", "7562109216", "298 Harrison St.", 1, 20:00:00, 01:00:00
"Jekyll & Hydes", "MA31074", "Marlborough", "MA", "7562109216", "298 Harrison St.", 2, 20:00:00, 01:00:00
"Jekyll & Hydes", "MA31074", "Marlborough", "MA", "7562109216", "298 Harrison St.", 3, 20:00:00, 01:00:00
"Jekyll & Hydes", "MA31074", "Marlborough", "MA", "7562109216", "298 Harrison St.", 4, 20:00:00, 01:00:00
"Jekyll & Hydes", "MA31074", "Marlborough", "MA", "7562109216", "298 Harrison St.", 5, 20:00:00, 01:00:00
"Jekyll & Hydes", "MA31074", "Marlborough", "MA", "7562109216", "298 Harrison St.", 6, 20:00:00, 01:00:00
"Jekyll & Hydes", "MA31074", "Marlborough", "MA", "7562109216", "298 Harrison St.", 7, 20:00:00, 01:00:00
"Modoggies Bar & Grill", "AL86187", "Alabaster", "AL", "3815852247", "8 Livingston Street", 1, 19:00:00, 23:00:00
"Modoggies Bar & Grill", "AL86187", "Alabaster", "AL", "3815852247", "8 Livingston Street", 2, 19:00:00, 23:00:00
"Modoggies Bar & Grill", "AL86187", "Alabaster", "AL", "3815852247", "8 Livingston Street", 3, 19:00:00, 23:00:00
"Modoggies Bar & Grill", "AL86187", "Alabaster", "AL", "3815852247", "8 Livingston Street", 4, 19:00:00, 23:00:00
"Modoggies Bar & Grill", "AL86187", "Alabaster", "AL", "3815852247", "8 Livingston Street", 5, 19:00:00, 23:00:00
"Modoggies Bar & Grill", "AL86187", "Alabaster", "AL", "3815852247", "8 Livingston Street", 6, 19:00:00, 23:00:00
"Modoggies Bar & Grill", "AL86187", "Alabaster", "AL", "3815852247", "8 Livingston Street", 7, 19:00:00, 23:00:00
"40 Watt Club", "CT40052", "Westport", "CT", "2509509793", "91 Riverview Dr.", 1, 09:00:00, 21:00:00
"40 Watt Club", "CT40052", "Westport", "CT", "2509509793", "91 Riverview Dr.", 2, 09:00:00, 21:00:00
"40 Watt Club", "CT40052", "Westport", "CT", "2509509793", "91 Riverview Dr.", 3, 09:00:00, 21:00:00
"40 Watt Club", "CT40052", "Westport", "CT", "2509509793", "91 Riverview Dr.", 4, 09:00:00, 21:00:00
"40 Watt Club", "CT40052", "Westport", "CT", "2509509793", "91 Riverview Dr.", 5, 09:00:00, 21:00:00
"40 Watt Club", "CT40052", "Westport", "CT", "2509509793", "91 Riverview Dr.", 6, 09:00:00, 21:00:00
"40 Watt Club", "CT40052", "Westport", "CT", "2509509793", "91 Riverview Dr.", 7, 09:00:00, 21:00:00
"Schileens Pub", "CA22458", "Apple Valley", "CA", "9508944002", "9903 Bradford St.", 1, 21:00:00, 02:00:00
"Schileens Pub", "CA22458", "Apple Valley", "CA", "9508944002", "9903 Bradford St.", 2, 21:00:00, 02:00:00
"Schileens Pub", "CA22458", "Apple Valley", "CA", "9508944002", "9903 Bradford St.", 3, 12:00:00, 20:00:00
"Schileens Pub", "CA22458", "Apple Valley", "CA", "9508944002", "9903 Bradford St.", 4, 21:00:00, 02:00:00
"Schileens Pub", "CA22458", "Apple Valley", "CA", "9508944002", "9903 Bradford St.", 5, 21:00:00, 02:00:00
"Schileens Pub", "CA22458", "Apple Valley", "CA", "9508944002", "9903 Bradford St.", 6, 21:00:00, 02:00:00
"Schileens Pub", "CA22458", "Apple Valley", "CA", "9508944002", "9903 Bradford St.", 7, 21:00:00, 02:00:00
"D & J Web Solutions", "CO68502", "Arvada", "CO", "9038594669", "325 Elm Rd.", 1, 09:00:00, 01:00:00
"D & J Web Solutions", "CO68502", "Arvada", "CO", "9038594669", "325 Elm Rd.", 2, 09:00:00, 01:00:00
"D & J Web Solutions", "CO68502", "Arvada", "CO", "9038594669", "325 Elm Rd.", 3, 09:00:00, 01:00:00
"D & J Web Solutions", "CO68502", "Arvada", "CO", "9038594669", "325 Elm Rd.", 4, 09:00:00, 01:00:00
"D & J Web Solutions", "CO68502", "Arvada", "CO", "9038594669", "325 Elm Rd.", 5, 09:00:00, 01:00:00
"D & J Web Solutions", "CO68502", "Arvada", "CO", "9038594669", "325 Elm Rd.", 6, 09:00:00, 01:00:00
"D & J Web Solutions", "CO68502", "Arvada", "CO", "9038594669", "325 Elm Rd.", 7, 09:00:00, 01:00:00
"Big Al's", "RI22621", "Warwick", "RI", "2083217424", "9211 Prospect Dr.", 1, 07:00:00, 00:00:00
"Big Al's", "RI22621", "Warwick", "RI", "2083217424", "9211 Prospect Dr.", 2, 07:00:00, 00:00:00
"Big Al's", "RI22621", "Warwick", "RI", "2083217424", "9211 Prospect Dr.", 3, 21:00:00, 01:00:00
"Big Al's", "RI22621", "Warwick", "RI", "2083217424", "9211 Prospect Dr.", 4, 21:00:00, 01:00:00
"Big Al's", "RI22621", "Warwick", "RI", "2083217424", "9211 Prospect Dr.", 5, 07:00:00, 00:00:00
"Big Al's", "RI22621", "Warwick", "RI", "2083217424", "9211 Prospect Dr.", 6, 21:00:00, 01:00:00
"Big Al's", "RI22621", "Warwick", "RI", "2083217424", "9211 Prospect Dr.", 7, 21:00:00, 01:00:00
"Bottle & Cork", "NH64282", "Merrimack", "NH", "4846310541", "11 Brewery Street", 1, 15:00:00, 22:00:00
"Bottle & Cork", "NH64282", "Merrimack", "NH", "4846310541", "11 Brewery Street", 2, 15:00:00, 22:00:00
"Bottle & Cork", "NH64282", "Merrimack", "NH", "4846310541", "11 Brewery Street", 3, 15:00:00, 22:00:00
"Bottle & Cork", "NH64282", "Merrimack", "NH", "4846310541", "11 Brewery Street", 4, 15:00:00, 22:00:00
"Bottle & Cork", "NH64282", "Merrimack", "NH", "4846310541", "11 Brewery Street", 5, 15:00:00, 22:00:00
"Bottle & Cork", "NH64282", "Merrimack", "NH", "4846310541", "11 Brewery Street", 6, 15:00:00, 22:00:00
"Bottle & Cork", "NH64282", "Merrimack", "NH", "4846310541", "11 Brewery Street", 7, 15:00:00, 22:00:00
"Mugshots Bar", "OR10753", "Klamath Falls", "OR", "2985441107", "82 Lakeshore St.", 1, 10:00:00, 02:00:00
"Mugshots Bar", "OR10753", "Klamath Falls", "OR", "2985441107", "82 Lakeshore St.", 2, 07:00:00, 21:00:00
"Mugshots Bar", "OR10753", "Klamath Falls", "OR", "2985441107", "82 Lakeshore St.", 3, 10:00:00, 02:00:00
"Mugshots Bar", "OR10753", "Klamath Falls", "OR", "2985441107", "82 Lakeshore St.", 4, 10:00:00, 02:00:00
"Mugshots Bar", "OR10753", "Klamath Falls", "OR", "2985441107", "82 Lakeshore St.", 5, 10:00:00, 02:00:00
"Mugshots Bar", "OR10753", "Klamath Falls", "OR", "2985441107", "82 Lakeshore St.", 6, 14:00:00, 21:00:00
"Mugshots Bar", "OR10753", "Klamath Falls", "OR", "2985441107", "82 Lakeshore St.", 7, 10:00:00, 02:00:00
"For Pete's Sake", "SD33538", "Aberdeen", "SD", "3607988323", "9763 E. St Louis St.", 1, 12:00:00, 19:00:00
"For Pete's Sake", "SD33538", "Aberdeen", "SD", "3607988323", "9763 E. St Louis St.", 2, 12:00:00, 19:00:00
"For Pete's Sake", "SD33538", "Aberdeen", "SD", "3607988323", "9763 E. St Louis St.", 3, 12:00:00, 19:00:00
"For Pete's Sake", "SD33538", "Aberdeen", "SD", "3607988323", "9763 E. St Louis St.", 4, 12:00:00, 19:00:00
"For Pete's Sake", "SD33538", "Aberdeen", "SD", "3607988323", "9763 E. St Louis St.", 5, 17:00:00, 22:00:00
"For Pete's Sake", "SD33538", "Aberdeen", "SD", "3607988323", "9763 E. St Louis St.", 6, 12:00:00, 19:00:00
"For Pete's Sake", "SD33538", "Aberdeen", "SD", "3607988323", "9763 E. St Louis St.", 7, 12:00:00, 19:00:00
"Shank's Tavern", "WV49333", "Fairmont", "WV", "5272451790", "9278 Water St.", 1, 09:00:00, 00:00:00
"Shank's Tavern", "WV49333", "Fairmont", "WV", "5272451790", "9278 Water St.", 2, 09:00:00, 00:00:00
"Shank's Tavern", "WV49333", "Fairmont", "WV", "5272451790", "9278 Water St.", 3, 09:00:00, 00:00:00
"Shank's Tavern", "WV49333", "Fairmont", "WV", "5272451790", "9278 Water St.", 4, 09:00:00, 00:00:00
"Shank's Tavern", "WV49333", "Fairmont", "WV", "5272451790", "9278 Water St.", 5, 09:00:00, 00:00:00
"Shank's Tavern", "WV49333", "Fairmont", "WV", "5272451790", "9278 Water St.", 6, 09:00:00, 00:00:00
"Shank's Tavern", "WV49333", "Fairmont", "WV", "5272451790", "9278 Water St.", 7, 09:00:00, 00:00:00
"Double Down Saloon", "MN59662", "Austin", "MN", "2013763781", "23 Swanson Rd.", 1, 17:00:00, 01:00:00
"Double Down Saloon", "MN59662", "Austin", "MN", "2013763781", "23 Swanson Rd.", 2, 15:00:00, 00:00:00
"Double Down Saloon", "MN59662", "Austin", "MN", "2013763781", "23 Swanson Rd.", 3, 15:00:00, 00:00:00
"Double Down Saloon", "MN59662", "Austin", "MN", "2013763781", "23 Swanson Rd.", 4, 17:00:00, 01:00:00
"Double Down Saloon", "MN59662", "Austin", "MN", "2013763781", "23 Swanson Rd.", 5, 15:00:00, 00:00:00
