trans_id,item
45,"Grilled Chicken and Avocado Club"
45,"Wandering Pelican"
45,"BBQ Chicken Pizza"
45,"Crusted Chicken Romano"
45,"Noche Dulce"
45,"Norm's Raggedy Ass IPA"
45,"Famous Factory Meatloaf"
46,"BBQ Chicken Pizza"
46,"Grilled Chicken and Avocado Club"
46,"Chicken Samosas"
47,"Hopportunity Knocks IPA"
47,"Farmer Wirtz India Pale Ale"
47,"Loaded Pasta Chips"
48,"Thai Glazed Salmon"
48,"Lavazza Espresso"
48,"Wolfman's Berliner"
48,"Incredible Pedal IPA"
48,"Saddle Bronc Brown Ale"
48,"Family-Style Lasagna Bundle"
48,"Chicken Samosas"
48,"Loaded Backed Potato Tots"
48,"Cappuccino"
49,"Chicken Parmesan Sandwich"
49,"Cannoli Trio"
49,"Ravioli di Portobello"
50,"Shrimp Carbonara"
50,"Cannoli Trio"
50,"Jamaican Black Pepper Shrimp"
50,"Ravioli di Portobello"
50,"Chicken Parmesan Sandwich"
50,"Thrasher Session India Pale Ale"
50,"Boy King"
50,"Mountain Fairy Raspberry Wheat"
50,"Famous Factory Meatloaf"
51,"Shrimp Carbonara"
51,"Cannoli Trio"
51,"Jamaican Black Pepper Shrimp"
52,"Chicken Giardino"
52,"Hopportunity Knocks IPA"
53,"Jamaican Black Pepper Shrimp"
53,"Boy King"
53,"Famous Factory Meatloaf"
54,"Thai Glazed Salmon"
54,"Saddle Bronc Brown Ale"
54,"Family-Style Lasagna Bundle"
54,"Mushroom Burger"
54,"Chicken Samosas"
54,"Dynamite Shrimp"
54,"Loaded Backed Potato Tots"
54,"Cappuccino"
55,"Fisherman's Brew"
55,"Grilled Chicken and Avocado Club"
55,"Wandering Pelican"
55,"BBQ Chicken Pizza"
55,"Chicken Samosas"
55,"Famous Factory Meatloaf"
56,"Farmer Wirtz India Pale Ale"
56,"Back East Ale"
56,"Extra Breadsticks!"
56,"The 26th"
56,"Maduro Brown Ale"
56,"Perzik Saison"
56,"Mushroom Burger"
56,"Chicken Giardino"
56,"Hopportunity Knocks IPA"
56,"Little Boss"
57,"Lavazza Espresso"
57,"Wolfman's Berliner"
57,"Family-Style Lasagna Bundle"
57,"Chicken Samosas"
57,"Cappuccino"
58,"Grilled Chicken and Avocado Club"
58,"Wandering Pelican"
58,"Chicken Samosas"
58,"Crusted Chicken Romano"
58,"Noche Dulce"
58,"Norm's Raggedy Ass IPA"
59,"Cannoli Trio"
59,"Jamaican Black Pepper Shrimp"
59,"Thrasher Session India Pale Ale"
59,"Boy King"
59,"Mountain Fairy Raspberry Wheat"
59,"Famous Factory Meatloaf"
60,"Thai Glazed Salmon"
60,"Lavazza Espresso"
60,"Wolfman's Berliner"
60,"Incredible Pedal IPA"
60,"Saddle Bronc Brown Ale"
60,"Chicken Samosas"
60,"Loaded Backed Potato Tots"
60,"Cappuccino"
61,"Fisherman's Brew"
61,"Miso Salmon"
61,"Beets With Goat Cheese"
61,"Classic Burger"
61,"Quick Wit Belgianesque Ale"
61,"Burning Bush Smoked IPA"
62,"Grilled Pork Chop"
62,"Kids Rotini with Marinara"
62,"Beaver Logger"
62,"Norm's Raggedy Ass IPA"
62,"Famous Factory Meatloaf"
63,"Grilled Pork Chop"
63,"Devils Tramping Ground Tripel"
63,"Kids Rotini with Marinara"
63,"Fresh Basil, Tomato, and Cheese Flatbread"
63,"Single Engine Red"
63,"312 Urban Wheat Ale"
63,"Beaver Logger"
63,"Norm's Raggedy Ass IPA"
63,"Famous Factory Meatloaf"
64,"Old Fashioned Burger"
65,"Lemon-Herb Roasted Chicken"
65,"Awry Rye Pale Ale"
65,"Southern Fried Catfish"
66,"Grilled Pork Chop"
66,"Devils Tramping Ground Tripel"
66,"Beaver Logger"
67,"Roller Dam Red Ale"
67,"Sankaty Light Lager"
67,"Core Oatmeal Stout"
67,"Greenbelt Farmhouse Ale"
67,"OktoberFiesta"
67,"Hardcore Chimera"
67,"Big Elm IPA"
68,"Little Sister India Style Session Ale"
68,"Five Cheese Ziti al Forno"
68,"Rod Bender Red"
68,"Chicken Bellagio"
68,"Chicken Piccata"
68,"Green Bullet Organic India Pale Ale"
68,"The Citizen"
68,"Fried Calamari"
68,"Akari Shogun American Wheat Ale"
68,"Chicken Fingers, and Pasta"
68,"Barney Flats Oatmeal Stout"
68,"Dip Duo"
69,"Bang-Bang Chicken and Shrimp"
69,"Heavy Lifting"
69,"Contemplation"
69,"Spinach-Artichoke Dip"
69,"Hopportunity Knocks IPA"
69,"Underachiever"
70,"Little Sister India Style Session Ale"
70,"Five Cheese Ziti al Forno"
70,"Rod Bender Red"
70,"Chicken Bellagio"
70,"Akari Shogun American Wheat Ale"
70,"The Citizen"
70,"Green Bullet Organic India Pale Ale"
70,"Fried Calamari"
70,"Chicken Piccata"
70,"Fresh Brewed Iced Tea"
70,"Barney Flats Oatmeal Stout"
70,"Dip Duo"
71,"East India Pale Ale"
71,"Barrio Blanco"
71,"Quesadilla with Chicken"
71,"Southern Fried Catfish"
71,"Create Your Own Pasta - Cucina Mia!"
71,"Chicken Carbonara"
71,"Lemon Cream Cake"
71,"Lemon-Herb Roasted Chicken"
71,"Salmon Piccata"
71,"Old Fashioned Burger"
71,"Quick WIT"
72,"Roller Dam Red Ale"
72,"Sankaty Light Lager"
72,"Greenbelt Farmhouse Ale"
72,"OktoberFiesta"
72,"Quesadilla"
72,"Old Fashioned Burger"
72,"Hardcore Chimera"
72,"Cone Crusher"
72,"Big Elm IPA"
73,"Hopportunity Knocks IPA"
74,"Five Cheese Ziti al Forno"
74,"Rod Bender Red"
74,"Chicken Bellagio"
74,"Green Bullet Organic India Pale Ale"
74,"Akari Shogun American Wheat Ale"
74,"The Citizen"
74,"Fresh Brewed Iced Tea"
74,"Barney Flats Oatmeal Stout"
74,"Chicken Fingers, and Pasta"
75,"Five Cheese Ziti al Forno"
75,"Rod Bender Red"
75,"Chicken Bellagio"
75,"Green Bullet Organic India Pale Ale"
75,"Akari Shogun American Wheat Ale"
75,"The Citizen"
75,"Chicken Piccata"
75,"Fresh Brewed Iced Tea"
75,"Dip Duo"
76,"Lemon Cream Cake"
76,"Barrio Blanco"
76,"Quesadilla with Chicken"
77,"Grilled Pork Chop"
77,"Kids Rotini with Marinara"
77,"Fresh Basil, Tomato, and Cheese Flatbread"
77,"312 Urban Wheat Ale"
77,"Norm's Raggedy Ass IPA"
77,"Famous Factory Meatloaf"
78,"Green Bullet Organic India Pale Ale"
78,"Little Sister India Style Session Ale"
78,"Fried Calamari"
78,"Dip Duo"
79,"Miso Salmon"
79,"Fisherman's Brew"
79,"Classic Burger"
79,"Dolcini (mini dessert)"
80,"East India Pale Ale"
80,"Awry Rye Pale Ale"
80,"Barrio Blanco"
80,"Southern Fried Catfish"
80,"Quesadilla with Chicken"
80,"Create Your Own Pasta - Cucina Mia!"
80,"Chicken Carbonara"
80,"Lemon Cream Cake"
80,"Lemon-Herb Roasted Chicken"
80,"Salmon Piccata"
80,"Old Fashioned Burger"
80,"Quick WIT"
81,"Whitsun"
81,"Dolcini"
81,"Parmesan-Garlic Cheese Bread"
81,"Eggplant Parmigiana"
81,"Brotherhood Steam"
81,"Sweet Corn Tamale Cakes"
81,"Eggroll Sampler"
81,"Veggie Burger"
82,"Fried Mozzarella"
83,"Polar Pale Ale"
83,"Five Cheese Marinara with Choice of Pasta"
84,"Chocolate Chunkin Pumpkin Cheesecake"
84,"Stone's Throw IPA"
84,"Quesadilla with Chicken"
84,"Chicken Marsala and Mushrooms"
84,"Create Your Own Pasta - Cucina Mia!"
84,"Bikini Beer"
84,"Twisted Helles Summer Lager"
84,"Warm Apple Crostata"
84,"Jalapeno Pale Ale"
84,"Churchkey Pilsner Style Beer"
84,"Santa's Secret"
84,"Unlimited Our Famous House Salad"
84,"Mixed Berry Sparkling Water"
85,"Southern Drawl Pale Lager"
85,"Warm Apple Crostata"
85,"London Balling"
85,"Twisted Helles Summer Lager"
86,"Buffalo Wings"
86,"Heinnieweisse Weissebier"
86,"Classic Burger"
87,"Oak Cliff Coffee Ale"
87,"Stuffed Mushrooms"
88,"Whitsun"
88,"Parmesan-Garlic Cheese Bread"
88,"Sweet Corn Tamale Cakes"
88,"Dipping Sauces includes 4 Breadsticks"
88,"Eggroll Sampler"
88,"Veggie Burger"
89,"London Balling"
89,"Santa's Secret"
90,"Whitsun"
90,"Dolcini"
90,"Eggplant Parmigiana"
90,"Brotherhood Steam"
90,"Sweet Corn Tamale Cakes"
90,"Dipping Sauces includes 4 Breadsticks"
90,"Eggroll Sampler"
90,"Veggie Burger"
91,"Heinnieweisse Weissebier"
91,"Oak Cliff Coffee Ale"
91,"Maduro Brown Ale"
91,"Fried Mozzarella"
91,"Burning Bush Smoked IPA"
91,"Veggie Burger"
92,"Chocolate Chunkin Pumpkin Cheesecake"
92,"Stone's Throw IPA"
92,"Create A Sampler Italiano"
92,"Quesadilla with Chicken"
92,"Chicken Marsala and Mushrooms"
92,"Bikini Beer"
92,"Twisted Helles Summer Lager"
92,"Southern Drawl Pale Lager"
92,"Churchkey Pilsner Style Beer"
92,"Santa's Secret"
92,"Unlimited Our Famous House Salad"
92,"Mixed Berry Sparkling Water"
93,"Parmesan-Garlic Cheese Bread"
93,"Brotherhood Steam"
93,"Sweet Corn Tamale Cakes"
93,"Eggroll Sampler"
93,"Veggie Burger"
94,"Create A Sampler Italiano"
94,"Chicken Marsala and Mushrooms"
94,"London Balling"
94,"Bikini Beer"
94,"Southern Drawl Pale Lager"
94,"Mixed Berry Sparkling Water"
95,"Fearless Scottish Ale"
96,"Polar Pale Ale"
96,"Grilled Pork Chop"
96,"El Hefe Speaks"
96,"Braised Beef and Tortelloni"
96,"Bacon-Bacon Cheeseburger"
96,"Toasted Lager"
96,"Copperhead Amber"
96,"Chicken Marsala and Mushrooms"
96,"Fearless Scottish Ale"
96,"Five Cheese Marinara with Choice of Pasta"
96,"Loaded Pasta Chips"
96,"Chicken Margherita"
97,"Sweet Corn Tamale Cakes"
98,"Whitsun"
98,"Dolcini"
98,"Parmesan-Garlic Cheese Bread"
98,"Eggplant Parmigiana"
98,"Dipping Sauces includes 4 Breadsticks"
98,"Eggroll Sampler"
98,"Veggie Burger"
99,"Grilled Pork Chop"
99,"Braised Beef and Tortelloni"
99,"Bacon-Bacon Cheeseburger"
99,"Fearless Scottish Ale"
99,"Chicken Margherita"
100,"Fish & Chips"
100,"Buffalo Wings"
100,"Heinnieweisse Weissebier"
100,"Oak Cliff Coffee Ale"
100,"Spicy Calabrian Chicken"
100,"Maduro Brown Ale"
100,"Classic Burger"
100,"Burning Bush Smoked IPA"
100,"Veggie Burger"
101,"Five Cheese Ziti al Forno"
101,"Dip Duo"
101,"Rod Bender Red"
101,"Chicken Bellagio"
101,"Green Bullet Organic India Pale Ale"
101,"Chicken Piccata"
101,"The Citizen"
101,"Akari Shogun American Wheat Ale"
101,"Barney Flats Oatmeal Stout"
101,"Chicken Fingers, and Pasta"
102,"Moose Drool Brown Ale"
102,"Stuffed Chicken Marsala"
102,"Create Your Own Pasta - Cucina Mia!"
102,"Great Crescent IPA"
102,"Factory Burrito Grande"
102,"Macaroni and Cheese"
102,"Raspberry Lemonade"
103,"Crispy Crab Bites"
103,"Southern Drawl Pale Lager"
103,"Salmon Piccata"
103,"Great Crescent IPA"
103,"Underdog Atlantic Lager"
103,"Burning Bush Smoked IPA"
104,"Little Sister India Style Session Ale"
104,"Five Cheese Ziti al Forno"
104,"Dip Duo"
104,"Rod Bender Red"
104,"Chicken Bellagio"
104,"Akari Shogun American Wheat Ale"
104,"Green Bullet Organic India Pale Ale"
104,"The Citizen"
104,"Chicken Piccata"
104,"Fried Calamari"
104,"Fresh Brewed Iced Tea"
104,"Barney Flats Oatmeal Stout"
104,"Chicken Fingers, and Pasta"
105,"Little House Salad"
105,"Sky High Rye"
105,"Lemon-Herb Roasted Chicken"
105,"Salmon Piccata"
105,"Crusted Chicken Romano"
105,"Burning Bush Smoked IPA"
105,"Samuel Adams Summer Ale"
106,"Moose Drool Brown Ale"
106,"Acqua Panna Spring"
106,"Stuffed Chicken Marsala"
106,"Create Your Own Pasta - Cucina Mia!"
106,"Sawtooth Ale"
106,"Fearless Scottish Ale"
106,"Factory Burrito Grande"
106,"Raspberry Lemonade"
106,"Macaroni and Cheese"
106,"Strawberry-Passion Fruit Limonata"
106,"Noche Dulce"
107,"Five Cheese Ziti al Forno"
107,"Rod Bender Red"
107,"Akari Shogun American Wheat Ale"
107,"Fried Calamari"
107,"Fresh Brewed Iced Tea"
107,"Dip Duo"
108,"Southwest Chicken Sandwich"
108,"Jade"
109,"Moose Drool Brown Ale"
109,"Create Your Own Pasta - Cucina Mia!"
109,"Noche Dulce"
109,"Great Crescent IPA"
109,"Fearless Scottish Ale"
109,"Factory Burrito Grande"
109,"Macaroni and Cheese"
109,"Strawberry-Passion Fruit Limonata"
109,"Raspberry Lemonade"
110,"Barney Flats Oatmeal Stout"
110,"Dip Duo"
110,"Fried Calamari"
110,"Chicken Fingers, and Pasta"
111,"Alfredo Sauce with Choice of Pasta"
111,"Burning Bush Smoked IPA"
112,"Little Sister India Style Session Ale"
112,"Five Cheese Ziti al Forno"
112,"Rod Bender Red"
112,"Chicken Bellagio"
112,"Akari Shogun American Wheat Ale"
112,"The Citizen"
112,"Green Bullet Organic India Pale Ale"
112,"Fried Calamari"
112,"Chicken Fingers, and Pasta"
112,"Fresh Brewed Iced Tea"
112,"Chicken Piccata"
112,"Barney Flats Oatmeal Stout"
112,"Dip Duo"
113,"Chocolate Chunkin Pumpkin Cheesecake"
113,"Sky High Rye"
113,"Crispy Crab Bites"
113,"Great Crescent IPA"
113,"Underdog Atlantic Lager"
113,"Crusted Chicken Romano"
114,"Fried Calamari"
114,"Dip Duo"
115,"Southern Drawl Pale Lager"
115,"Salmon Piccata"
115,"Burning Bush Smoked IPA"
116,"Hopkick Dropkick"
116,"Field 41 Pale Ale"
116,"Sky Blue Golden Ale"
116,"Barrio Blanco"
116,"Vivant Tripel"
116,"Spinach-Artichoke Dip"
116,"Barney Flats Oatmeal Stout"
117,"Quesadilla"
117,"Live Local Golden Ale"
117,"Tender Loving Empire NWPA"
118,"Sky Blue Golden Ale"
119,"Akari Shogun American Wheat Ale"
119,"The Citizen"
119,"Chicken Piccata"
119,"Fried Calamari"
119,"Chicken Fingers, and Pasta"
120,"Field 41 Pale Ale"
120,"Sky Blue Golden Ale"
120,"Spinach-Artichoke Dip"
120,"Vivant Tripel"
121,"Kids Grilled Chicken with Gluten-free Rotini"
121,"6 oz Sirloin with Fettuccine Alfredo"
121,"Portabella, Avocado, and Zucchini Fries"
121,"Roller Dam Red Ale"
121,"Iced Coffees"
121,"Zeppoli"
121,"Rod Bender Red"
121,"Eggplant Parmesan"
121,"Salmon Piccata"
121,"Perzik Saison"
121,"Chicken Parmesan Sandwich"
121,"Mushroom Burger"
121,"Behemoth"
122,"Kids Grilled Chicken with Gluten-free Rotini"
122,"6 oz Sirloin with Fettuccine Alfredo"
122,"Zeppoli"
122,"Chicken Parmesan Sandwich"
122,"Perzik Saison"
122,"Salmon Piccata"
122,"Mushroom Burger"
122,"Behemoth"
123,"Fried Macaroni and Cheese"
123,"Shepherd's Pie"
123,"2-Liter Soda"
124,"Tex Mex Eggrolls"
124,"Iced Coffees"
124,"Copperhead Amber"
124,"Acqua Panna Spring"
124,"Stuffed Mushrooms"
124,"Pothole Stout"
124,"Oberon"
124,"Meat Sauce with Choice of Pasta"
124,"Roadside Sliders"
124,"Fettuccine Alfredo"
125,"Kids Grilled Chicken with Gluten-free Rotini"
125,"6 oz Sirloin with Fettuccine Alfredo"
125,"Perzik Saison"
126,"Kids Grilled Chicken with Gluten-free Rotini"
126,"6 oz Sirloin with Fettuccine Alfredo"
126,"Roller Dam Red Ale"
126,"Iced Coffees"
126,"Zeppoli"
126,"Rod Bender Red"
126,"Eggplant Parmesan"
126,"Salmon Piccata"
126,"Chicken Parmesan Sandwich"
126,"Perzik Saison"
126,"Mushroom Burger"
126,"Behemoth"
127,"Kids Grilled Chicken with Gluten-free Rotini"
127,"Portabella, Avocado, and Zucchini Fries"
127,"6 oz Sirloin with Fettuccine Alfredo"
127,"Roller Dam Red Ale"
127,"Iced Coffees"
127,"Zeppoli"
127,"Rod Bender Red"
127,"Salmon Piccata"
127,"Mushroom Burger"
128,"Kids Grilled Chicken with Gluten-free Rotini"
128,"Portabella, Avocado, and Zucchini Fries"
128,"6 oz Sirloin with Fettuccine Alfredo"
128,"Roller Dam Red Ale"
128,"Iced Coffees"
128,"Rod Bender Red"
128,"Zeppoli"
128,"Eggplant Parmesan"
128,"Salmon Piccata"
128,"Chicken Parmesan Sandwich"
128,"Behemoth"
129,"Kids Grilled Chicken with Gluten-free Rotini"
129,"Portabella, Avocado, and Zucchini Fries"
129,"Roller Dam Red Ale"
129,"Iced Coffees"
129,"Rod Bender Red"
129,"Zeppoli"
129,"Eggplant Parmesan"
129,"Chicken Parmesan Sandwich"
129,"Perzik Saison"
129,"Mushroom Burger"
130,"2-Liter Soda"
131,"Crispy Crab Wontons"
131,"Create A Sampler Italiano"
131,"Rye Pils Session Lager"
131,"Farmer Ted's Farmhouse Cream Ale"
131,"2-Liter Soda"
131,"Dipping Sauces includes 4 Breadsticks"
132,"Kids Grilled Chicken with Gluten-free Rotini"
132,"Portabella, Avocado, and Zucchini Fries"
132,"6 oz Sirloin with Fettuccine Alfredo"
132,"Roller Dam Red Ale"
132,"Iced Coffees"
132,"Rod Bender Red"
132,"Zeppoli"
132,"Eggplant Parmesan"
132,"Chicken Parmesan Sandwich"
132,"Perzik Saison"
132,"Salmon Piccata"
132,"Mushroom Burger"
132,"Behemoth"
133,"Crispy Crab Wontons"
133,"Create A Sampler Italiano"
133,"Shepherd's Pie"
133,"Dipping Sauces includes 4 Breadsticks"
133,"2-Liter Soda"
133,"Farmer Ted's Farmhouse Cream Ale"
133,"Fried Shrimp Platter"
134,"Thai Glazed Salmon"
134,"Crispy Crab Wontons"
134,"Create A Sampler Italiano"
134,"Batch 69 IPA"
134,"Shepherd's Pie"
134,"Rye Pils Session Lager"
134,"Farmer Ted's Farmhouse Cream Ale"
134,"2-Liter Soda"
134,"Dipping Sauces includes 4 Breadsticks"
134,"Fried Shrimp Platter"
134,"Fried Macaroni and Cheese"
135,"Kids Grilled Chicken with Gluten-free Rotini"
135,"6 oz Sirloin with Fettuccine Alfredo"
135,"Portabella, Avocado, and Zucchini Fries"
135,"Roller Dam Red Ale"
135,"Iced Coffees"
135,"Zeppoli"
135,"Eggplant Parmesan"
135,"Chicken Parmesan Sandwich"
135,"Salmon Piccata"
135,"Mushroom Burger"
135,"Behemoth"
136,"Lasagna Dip"
136,"Fish Tacos"
136,"Oberon"
136,"312 Urban Pale Ale"
137,"Rod Bender Red"
137,"Zeppoli"
137,"Chicken Parmesan Sandwich"
137,"Perzik Saison"
137,"Behemoth"
138,"Farmer Ted's Farmhouse Cream Ale"
138,"Batch 69 IPA"
139,"Iced Coffees"
139,"Roadside Sliders"
139,"Oberon"
139,"Stuffed Mushrooms"
140,"Kids Grilled Chicken with Gluten-free Rotini"
140,"Portabella, Avocado, and Zucchini Fries"
140,"6 oz Sirloin with Fettuccine Alfredo"
